Source,Target,BDeu,TSource,TTarget
AT4G28110,AT4G02130,-64.8771057312708,AT4G28110,AT4G02130
AT1G28370,AT5G59470,-64.8771057312708,AT1G28370,AT5G59470
AT5G41570,AT5G59470,-64.8771057312708,AT5G41570,AT5G59470
AT1G42990,AT4G37400,-65.8843682413513,AT1G42990,AT4G37400
AT5G67060,AT4G37400,-65.8843682413513,AT5G67060,AT4G37400
AT4G16750,AT2G34060,-66.0447108914264,AT4G16750,AT2G34060
AT3G06740,AT2G34060,-66.0447108914264,AT3G06740,AT2G34060
AT1G36060,AT1G19900,-68.3683646527756,AT1G36060,AT1G19900
AT1G36060,AT4G22840,-68.3683646527756,AT1G36060,AT4G22840
AT1G36060,AT5G17847,-68.3683646527756,AT1G36060,AT5G17847
AT1G52890,AT2G35060,-68.6218365284442,AT1G52890,AT2G35060
AT3G19580,AT2G35060,-68.6218365284442,AT3G19580,AT2G35060
AT1G52890,AT3G58710,-68.6218365284442,AT1G52890,WRKY69
AT3G19580,AT3G58710,-68.6218365284442,AT3G19580,WRKY69
AT3G10040,AT1G06330,-68.6218365284442,AT3G10040,AT1G06330
AT1G52890,AT1G06330,-68.6218365284442,AT1G52890,AT1G06330
AT3G10040,AT5G44255,-68.6218365284442,AT3G10040,AT5G44255
AT1G52890,AT5G44255,-68.6218365284442,AT1G52890,AT5G44255
AT3G10040,AT5G46960,-68.6218365284442,AT3G10040,AT5G46960
AT1G52890,AT5G46960,-68.6218365284442,AT1G52890,AT5G46960
AT1G36060,AT2G31085,-73.3450983951707,AT1G36060,AT2G31085
AT1G36060,AT4G35300,-73.3450983951707,AT1G36060,AT4G35300
AT1G36060,AT1G18980,-75.2910085442188,AT1G36060,AT1G18980
AT1G36060,AT1G28130,-75.2910085442188,AT1G36060,GH3.17
AT1G36060,AT3G54770,-75.2910085442188,AT1G36060,AT3G54770
AT1G36060,AT4G15630,-75.2910085442188,AT1G36060,AT4G15630
AT1G36060,AT3G26960,-76.9774074977836,AT1G36060,AT3G26960
AT1G36060,AT5G57740,-76.9774074977836,AT1G36060,XBAT32
AT5G67060,AT1G29090,-77.253543579213,AT5G67060,AT1G29090
AT1G36060,AT5G49270,-81.3177481232908,AT1G36060,AT5G49270
AT3G19580,AT3G02550,-81.7558193420186,AT3G19580,AT3G02550
AT3G19580,AT3G10290,-81.7558193420186,AT3G19580,AT3G10290
AT1G36060,AT1G79520,-82.5420495300007,AT1G36060,AT1G79520
AT1G36060,AT1G13930,-82.5420495300007,AT1G36060,AT1G13930
AT1G36060,AT3G12110,-82.838193721202,AT1G36060,AT3G12110
AT5G47230,AT4G39950,-83.0125471083545,AT5G47230,CYP79B2
AT4G16750,AT5G23790,-83.5744187115116,AT4G16750,AT5G23790
AT5G43170,AT5G23790,-83.5744187115116,ZF3,AT5G23790
AT1G25560,AT5G55930,-83.5744187115116,TEM1,AT5G55930
AT2G46970,AT5G55930,-83.5744187115116,AT2G46970,AT5G55930
AT5G47220,AT3G13760,-83.6922017471685,AT5G47220,AT3G13760
AT5G47640,AT3G13760,-83.6922017471685,AT5G47640,AT3G13760
AT4G28110,AT5G36920,-83.8463524269946,AT4G28110,AT5G36920
AT5G47230,AT5G36920,-83.8463524269946,AT5G47230,AT5G36920
AT2G28550,AT1G04980,-84.6084924790404,RAP2.7,AT1G04980
AT5G41570,AT1G04980,-84.6084924790404,AT5G41570,AT1G04980
AT2G28550,AT5G06740,-84.6084924790404,RAP2.7,AT5G06740
AT5G41570,AT5G06740,-84.6084924790404,AT5G41570,AT5G06740
AT3G23240,AT3G22550,-85.5203288605643,AT3G23240,AT3G22550
AT5G47230,AT3G22550,-85.5203288605643,AT5G47230,AT3G22550
AT3G23240,AT5G03730,-85.5203288605643,AT3G23240,AT5G03730
AT5G47230,AT5G03730,-85.5203288605643,AT5G47230,AT5G03730
AT3G23240,AT5G18470,-85.5203288605643,AT3G23240,AT5G18470
AT5G47230,AT5G18470,-85.5203288605643,AT5G47230,AT5G18470
AT3G23240,AT5G45920,-85.5203288605643,AT3G23240,AT5G45920
AT5G47230,AT5G45920,-85.5203288605643,AT5G47230,AT5G45920
AT3G23240,AT5G47000,-85.5203288605643,AT3G23240,AT5G47000
AT5G47230,AT5G47000,-85.5203288605643,AT5G47230,AT5G47000
AT1G36060,AT2G21260,-85.5774964658006,AT1G36060,AT2G21260
AT3G19580,AT3G17680,-85.6112719959441,AT3G19580,AT3G17680
AT3G19580,AT4G13395,-85.6112719959441,AT3G19580,AT4G13395
AT4G28110,AT1G76020,-85.6381118962134,AT4G28110,AT1G76020
AT5G47230,AT1G76020,-85.6381118962134,AT5G47230,AT1G76020
AT1G36060,AT1G02800,-86.5056124639152,AT1G36060,AT1G02800
AT5G41570,AT1G02800,-86.5056124639152,AT5G41570,AT1G02800
AT3G19580,AT3G52525,-86.5448331770706,AT3G19580,AT3G52525
AT5G67060,AT3G52525,-86.5448331770706,AT5G67060,AT3G52525
AT3G23240,AT5G66985,-86.6989838568978,AT3G23240,AT5G66985
AT5G41570,AT5G66985,-86.6989838568978,AT5G41570,AT5G66985
AT5G13910,AT5G04000,-87.1887093086224,AT5G13910,AT5G04000
AT4G28110,AT5G04000,-87.1887093086224,AT4G28110,AT5G04000
AT4G28110,AT3G20900,-87.6042247525751,AT4G28110,AT3G20900
AT5G47230,AT3G20900,-87.6042247525751,AT5G47230,AT3G20900
AT3G49930,AT2G32100,-88.0360071690115,AT3G49930,AT2G32100
AT4G28110,AT2G32100,-88.0360071690115,AT4G28110,AT2G32100
AT3G49930,AT3G05600,-88.0360071690115,AT3G49930,AT3G05600
AT4G28110,AT3G05600,-88.0360071690115,AT4G28110,AT3G05600
AT5G60850,AT4G27310,-88.1542710894958,AT5G60850,AT4G27310
AT5G67060,AT4G27310,-88.1542710894958,AT5G67060,AT4G27310
AT4G28110,AT2G22420,-88.2973719331323,AT4G28110,AT2G22420
AT5G47230,AT2G22420,-88.2973719331323,AT5G47230,AT2G22420
AT3G23240,AT1G62770,-88.4907433261212,AT3G23240,AT1G62770
AT5G41570,AT1G62770,-88.4907433261212,AT5G41570,AT1G62770
AT3G23240,AT1G76410,-88.4907433261212,AT3G23240,AT1G76410
AT5G41570,AT1G76410,-88.4907433261212,AT5G41570,AT1G76410
AT3G23240,AT4G32810,-88.4907433261212,AT3G23240,AT4G32810
AT5G41570,AT4G32810,-88.4907433261212,AT5G41570,AT4G32810
AT3G23240,AT5G14780,-88.4907433261212,AT3G23240,AT5G14780
AT5G41570,AT5G14780,-88.4907433261212,AT5G41570,AT5G14780
AT3G19580,AT1G06180,-88.787994849587,AT3G19580,AT1G06180
AT5G47230,AT1G06180,-88.787994849587,AT5G47230,AT1G06180
AT3G19580,AT1G30840,-88.787994849587,AT3G19580,AT1G30840
AT5G47230,AT1G30840,-88.787994849587,AT5G47230,AT1G30840
AT3G19580,AT2G35300,-88.787994849587,AT3G19580,AT2G35300
AT5G47230,AT2G35300,-88.787994849587,AT5G47230,AT2G35300
AT3G19580,AT5G08260,-88.787994849587,AT3G19580,AT5G08260
AT5G47230,AT5G08260,-88.787994849587,AT5G47230,AT5G08260
AT1G28370,AT4G23700,-88.8091970572387,AT1G28370,CHX17
AT5G67060,AT4G23700,-88.8091970572387,AT5G67060,CHX17
AT4G28110,AT4G24780,-88.8091970572387,AT4G28110,AT4G24780
AT5G47230,AT4G24780,-88.8091970572387,AT5G47230,AT4G24780
AT1G28370,AT5G44820,-88.8091970572387,AT1G28370,AT5G44820
AT5G67060,AT5G44820,-88.8091970572387,AT5G67060,AT5G44820
AT1G28370,AT4G35090,-88.8091970572387,AT1G28370,AT4G35090
AT5G67060,AT4G35090,-88.8091970572387,AT5G67060,AT4G35090
AT3G19580,AT5G26731,-88.9463295750909,AT3G19580,AT5G26731
AT3G49930,AT1G06520,-88.998817916514,AT3G49930,AT1G06520
AT4G28110,AT1G06520,-88.998817916514,AT4G28110,AT1G06520
AT3G49930,AT2G46150,-88.998817916514,AT3G49930,AT2G46150
AT4G28110,AT2G46150,-88.998817916514,AT4G28110,AT2G46150
AT3G49930,AT5G04120,-88.998817916514,AT3G49930,AT5G04120
AT4G28110,AT5G04120,-88.998817916514,AT4G28110,AT5G04120
AT3G15210,AT5G20790,-89.5023442377979,AT3G15210,AT5G20790
AT5G47230,AT5G20790,-89.5023442377979,AT5G47230,AT5G20790
AT5G47220,AT4G35160,-89.6965002522387,AT5G47220,AT4G35160
AT5G67060,AT4G35160,-89.6965002522387,AT5G67060,AT4G35160
AT3G49930,AT1G19380,-89.7144379529182,AT3G49930,AT1G19380
AT4G28110,AT1G19380,-89.7144379529182,AT4G28110,AT1G19380
AT3G15210,AT1G09350,-89.8124991661015,AT3G15210,AT1G09350
AT5G47230,AT1G09350,-89.8124991661015,AT5G47230,AT1G09350
AT4G28110,AT5G63350,-89.8124991661015,AT4G28110,AT5G63350
AT5G44260,AT5G63350,-89.8124991661015,AT5G44260,AT5G63350
AT1G52890,AT1G80090,-90.0021200253697,AT1G52890,AT1G80090
AT5G06710,AT1G80090,-90.0021200253697,AT5G06710,AT1G80090
AT1G52890,AT1G06080,-90.0021200253697,AT1G52890,AT1G06080
AT5G06710,AT1G06080,-90.0021200253697,AT5G06710,AT1G06080
AT4G28110,AT3G48990,-90.0131698615621,AT4G28110,AAE3
AT5G47230,AT3G48990,-90.0131698615621,AT5G47230,AAE3
AT4G28110,AT5G05880,-90.0131698615621,AT4G28110,AT5G05880
AT5G47230,AT5G05880,-90.0131698615621,AT5G47230,AT5G05880
AT4G28110,AT5G13500,-90.0131698615621,AT4G28110,AT5G13500
AT5G41570,AT5G13500,-90.0131698615621,AT5G41570,AT5G13500
AT4G28110,AT5G44582,-90.0131698615621,AT4G28110,AT5G44582
AT5G47230,AT5G44582,-90.0131698615621,AT5G47230,AT5G44582
AT5G67060,AT5G26820,-90.0369736941075,AT5G67060,AT5G26820
AT1G25560,AT4G14550,-90.0509101895442,TEM1,IAA14
AT1G67100,AT4G14550,-90.0509101895442,AT1G67100,IAA14
AT1G52890,AT1G72810,-90.115448710682,AT1G52890,AT1G72810
AT3G60390,AT1G72810,-90.115448710682,AT3G60390,AT1G72810
AT3G49930,AT1G11125,-90.3385922619901,AT3G49930,AT1G11125
AT5G47230,AT1G11125,-90.3385922619901,AT5G47230,AT1G11125
AT3G49930,AT3G63010,-90.3385922619901,AT3G49930,GID1B
AT5G47230,AT3G63010,-90.3385922619901,AT5G47230,GID1B
AT1G52890,AT1G77380,-90.3684452251475,AT1G52890,AT1G77380
AT5G41570,AT1G77380,-90.3684452251475,AT5G41570,AT1G77380
AT1G52890,AT3G05920,-90.3684452251475,AT1G52890,AT3G05920
AT5G41570,AT3G05920,-90.3684452251475,AT5G41570,AT3G05920
AT1G52890,AT3G16660,-90.3684452251475,AT1G52890,AT3G16660
AT5G41570,AT3G16660,-90.3684452251475,AT5G41570,AT3G16660
AT1G52890,AT3G43270,-90.3684452251475,AT1G52890,AT3G43270
AT5G41570,AT3G43270,-90.3684452251475,AT5G41570,AT3G43270
AT1G52890,AT3G56400,-90.3684452251475,AT1G52890,AT3G56400
AT5G41570,AT3G56400,-90.3684452251475,AT5G41570,AT3G56400
AT1G52890,AT5G66170,-90.3684452251475,AT1G52890,AT5G66170
AT5G41570,AT5G66170,-90.3684452251475,AT5G41570,AT5G66170
AT5G60850,AT2G41660,-90.4433032160819,AT5G60850,MIZ1
AT3G25730,AT2G41660,-90.4433032160819,AT3G25730,MIZ1
AT3G15210,AT1G15380,-90.659797026483,AT3G15210,AT1G15380
AT5G47230,AT1G15380,-90.659797026483,AT5G47230,AT1G15380
AT3G25730,AT3G45285,-90.7440573701035,AT3G25730,AT3G45285
AT3G60390,AT3G45285,-90.7440573701035,AT3G60390,AT3G45285
AT3G15210,AT2G39210,-91.3529442070457,AT3G15210,AT2G39210
AT5G47230,AT2G39210,-91.3529442070457,AT5G47230,AT2G39210
AT5G47230,AT4G23500,-91.5264013984681,AT5G47230,AT4G23500
AT1G42990,AT3G18630,-91.8118980000971,AT1G42990,AT3G18630
AT5G41570,AT3G18630,-91.8118980000971,AT5G41570,AT3G18630
AT1G28370,AT3G08860,-91.913142915422,AT1G28370,AT3G08860
AT5G67060,AT3G08860,-91.913142915422,AT5G67060,AT3G08860
AT3G10040,AT1G48990,-92.2385653158616,AT3G10040,AT1G48990
AT5G41570,AT1G48990,-92.2385653158616,AT5G41570,AT1G48990
AT3G10040,AT4G13840,-92.2385653158616,AT3G10040,AT4G13840
AT5G41570,AT4G13840,-92.2385653158616,AT5G41570,AT4G13840
AT3G10040,AT5G19230,-92.2385653158616,AT3G10040,AT5G19230
AT5G41570,AT5G19230,-92.2385653158616,AT5G41570,AT5G19230
AT1G28370,AT5G14130,-92.7392385681635,AT1G28370,AT5G14130
AT5G41570,AT5G14130,-92.7392385681635,AT5G41570,AT5G14130
AT1G74840,AT3G23810,-92.8533518749226,AT1G74840,AT3G23810
AT5G41570,AT3G23810,-92.8533518749226,AT5G41570,AT3G23810
AT3G19580,AT4G37430,-93.5848179197927,AT3G19580,AT4G37430
AT3G49930,AT4G37430,-93.5848179197927,AT3G49930,AT4G37430
AT3G19580,AT5G05435,-93.5848179197927,AT3G19580,AT5G05435
AT3G49930,AT5G05435,-93.5848179197927,AT3G49930,AT5G05435
AT3G19580,AT5G15530,-93.5848179197927,AT3G19580,AT5G15530
AT3G49930,AT5G15530,-93.5848179197927,AT3G49930,AT5G15530
AT5G41570,AT1G03700,-94.0965453924085,AT5G41570,AT1G03700
AT5G43170,AT1G03700,-94.0965453924085,ZF3,AT1G03700
AT5G41570,AT5G42580,-94.0965453924085,AT5G41570,AT5G42580
AT5G43170,AT5G42580,-94.0965453924085,ZF3,AT5G42580
AT5G47230,AT4G11370,-94.3517406860841,AT5G47230,AT4G11370
AT3G49930,AT4G31370,-94.3980495652051,AT3G49930,FLA5
AT5G67060,AT4G31370,-94.3980495652051,AT5G67060,FLA5
AT5G06710,AT3G18490,-94.5292795286326,AT5G06710,AT3G18490
AT5G47230,AT3G18490,-94.5292795286326,AT5G47230,AT3G18490
AT3G23240,AT2G14920,-94.6263082171862,AT3G23240,AT2G14920
AT5G47230,AT2G14920,-94.6263082171862,AT5G47230,AT2G14920
AT3G10040,AT1G73340,-95.0717786599074,AT3G10040,AT1G73340
AT5G41570,AT1G73340,-95.0717786599074,AT5G41570,AT1G73340
AT3G10040,AT4G27470,-95.0717786599074,AT3G10040,AT4G27470
AT5G41570,AT4G27470,-95.0717786599074,AT5G41570,AT4G27470
AT3G10040,AT4G34790,-95.0717786599074,AT3G10040,AT4G34790
AT5G41570,AT4G34790,-95.0717786599074,AT5G41570,AT4G34790
AT3G10040,AT5G10120,-95.0717786599074,AT3G10040,AT5G10120
AT5G41570,AT5G10120,-95.0717786599074,AT5G41570,AT5G10120
AT3G50330,AT4G37700,-95.3239097480907,AT3G50330,AT4G37700
AT5G47230,AT4G37700,-95.3239097480907,AT5G47230,AT4G37700
AT3G50330,AT2G16280,-95.5707698260219,AT3G50330,AT2G16280
AT5G47230,AT2G16280,-95.5707698260219,AT5G47230,AT2G16280
AT3G10040,AT3G21750,-97.1512202015824,AT3G10040,UGT71B1
AT5G41570,AT3G21750,-97.1512202015824,AT5G41570,UGT71B1
AT5G47230,AT1G05300,-97.1551010669832,AT5G47230,AT1G05300
AT4G28110,AT2G28950,-98.4223323087443,AT4G28110,EXPA6
AT5G39610,AT2G28950,-98.4223323087443,AT5G39610,EXPA6
AT3G19580,AT3G61490,-99.1446828908875,AT3G19580,AT3G61490
AT5G41570,AT3G61490,-99.1446828908875,AT5G41570,AT3G61490
AT3G19580,AT5G38010,-99.1446828908875,AT3G19580,AT5G38010
AT5G41570,AT5G38010,-99.1446828908875,AT5G41570,AT5G38010
AT3G19580,AT5G61290,-99.1446828908875,AT3G19580,AT5G61290
AT5G41570,AT5G61290,-99.1446828908875,AT5G41570,AT5G61290
AT5G47230,AT1G30530,-99.5720473698924,AT5G47230,UGT78D1
AT5G41570,AT2G41090,-99.5720473698924,AT5G41570,AT2G41090
AT5G47220,AT2G26070,-100.878418519993,AT5G47220,AT2G26070
AT5G53980,AT2G26070,-100.878418519993,AT5G53980,AT2G26070
AT5G67060,AT5G44910,-101.019492327916,AT5G67060,AT5G44910
AT3G50330,AT1G18100,-101.454898113993,AT3G50330,AT1G18100
AT5G67060,AT1G18100,-101.454898113993,AT5G67060,AT1G18100
AT5G67060,AT4G30850,-101.996818950374,AT5G67060,AT4G30850
AT5G67060,AT1G49660,-102.076861658047,AT5G67060,AT1G49660
AT5G67060,AT1G01650,-102.456351279752,AT5G67060,AT1G01650
AT5G67060,AT4G18270,-103.227244122906,AT5G67060,AT4G18270
AT5G47230,AT1G29195,-104.884822726359,AT5G47230,AT1G29195
AT5G47230,AT4G17280,-104.884822726359,AT5G47230,AT4G17280
AT5G47230,AT5G55250,-104.884822726359,AT5G47230,AT5G55250
AT5G47230,AT5G59040,-104.884822726359,AT5G47230,AT5G59040
AT1G36060,AT5G54500,-110.257578892701,AT1G36060,AT5G54500
AT1G36060,AT5G15720,-111.274093819154,AT1G36060,AT5G15720
AT1G36060,AT5G24100,-111.274093819154,AT1G36060,AT5G24100
AT1G36060,AT5G57520,-111.274093819154,AT1G36060,AT5G57520
AT1G36060,AT5G57530,-111.274093819154,AT1G36060,XTH12
AT5G67060,AT1G02770,-112.770688201263,AT5G67060,AT1G02770
AT3G49930,AT3G15280,-114.404214980591,AT3G49930,AT3G15280
AT4G28110,AT3G15280,-114.404214980591,AT4G28110,AT3G15280
AT5G41570,AT2G32270,-115.967132877386,AT5G41570,ZIP3
AT5G67060,AT2G32270,-115.967132877386,AT5G67060,ZIP3
AT5G41570,AT3G47295,-115.967132877386,AT5G41570,AT3G47295
AT5G67060,AT3G47295,-115.967132877386,AT5G67060,AT3G47295
AT5G41570,AT4G23560,-115.967132877386,AT5G41570,AT4G23560
AT5G67060,AT4G23560,-115.967132877386,AT5G67060,AT4G23560
AT5G13910,AT5G24380,-117.951264239251,AT5G13910,AT5G24380
AT5G67060,AT5G24380,-117.951264239251,AT5G67060,AT5G24380
AT5G41570,AT5G19890,-118.452039527159,AT5G41570,AT5G19890
AT5G67060,AT5G19890,-118.452039527159,AT5G67060,AT5G19890
AT5G13910,AT1G58280,-121.075829384644,AT5G13910,AT1G58280
AT5G67060,AT1G58280,-121.075829384644,AT5G67060,AT1G58280
AT5G13910,AT4G24130,-121.768976565198,AT5G13910,AT4G24130
AT5G67060,AT4G24130,-121.768976565198,AT5G67060,AT4G24130
AT1G52890,AT2G27660,-121.875215815535,AT1G52890,AT2G27660
AT5G67060,AT2G27660,-121.875215815535,AT5G67060,AT2G27660
AT1G52890,AT5G60220,-121.875215815535,AT1G52890,AT5G60220
AT5G67060,AT5G60220,-121.875215815535,AT5G67060,AT5G60220
AT5G47230,AT4G16447,-122.209100244223,AT5G47230,AT4G16447
AT5G67060,AT4G28040,-124.339217300567,AT5G67060,AT4G28040
AT5G67060,AT5G63450,-131.64235456866,AT5G67060,CYP94B1
